question,expected,date,attempts
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.491631+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.491674+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.491712+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.491751+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.491790+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.491827+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.491866+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.491904+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.491942+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.491980+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492019+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492057+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492095+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492134+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492174+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492216+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492259+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492298+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492336+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492375+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492413+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492455+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492498+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492545+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492588+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492630+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492672+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492711+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492750+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492788+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492826+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492891+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.492925+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.492959+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.492994+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493027+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493061+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493096+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493129+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493164+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493203+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493240+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493276+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493311+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493344+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493386+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493421+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493456+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493496+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493535+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493619+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493674+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493722+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493767+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493811+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493854+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.493896+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.493937+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.493978+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494018+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494059+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494100+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494139+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494179+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494219+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494259+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494298+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494339+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494378+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494417+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494475+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494516+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494557+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494598+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494639+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494679+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494721+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494762+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494802+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494843+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.494883+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.494924+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.494965+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495005+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495046+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495090+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495130+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495170+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495212+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495252+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495292+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495333+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495373+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495414+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495454+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495495+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495535+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495576+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495616+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495656+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495698+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495738+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495778+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495819+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:09:07.495859+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:09:07.495899+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:09:07.495940+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.598320+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.598415+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.598466+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.598506+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.598550+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.598595+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.598639+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.598684+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.598728+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.598770+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.598809+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.598850+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.598889+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.598927+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.598967+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599004+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599042+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599079+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599117+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599155+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599196+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599236+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599276+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599318+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599359+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599400+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599442+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599482+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599524+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599565+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599606+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599650+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599714+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599784+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599837+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.599887+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.599938+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.599983+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600026+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600069+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600167+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600236+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600294+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600349+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600402+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600451+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600500+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600553+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600598+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600647+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600695+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600741+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600786+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600833+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.600882+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.600927+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.600977+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601026+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601076+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601126+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601179+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601228+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601276+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601324+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601374+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601424+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601467+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601516+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601563+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601607+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601656+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601705+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601754+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601803+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601854+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.601897+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.601947+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.601997+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602070+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602115+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602160+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602204+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602248+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602292+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602335+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602379+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602423+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602466+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602506+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602545+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602584+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602623+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602663+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602701+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602740+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602780+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602818+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602858+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.602897+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.602935+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.602974+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603013+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603052+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603093+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603130+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603170+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603209+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603249+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603287+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603326+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603365+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603403+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603442+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603479+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603516+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603556+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603595+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603647+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603688+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603729+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603769+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603809+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603850+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.603892+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.603933+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.603983+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604038+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604082+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604127+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604169+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604212+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604255+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604297+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604339+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604383+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604425+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604467+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604510+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604552+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604594+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604640+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604681+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604723+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604766+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604808+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604853+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.604896+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.604937+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.604979+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605022+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605063+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605105+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605148+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605189+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605231+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605290+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605334+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605377+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605421+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605464+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605508+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605552+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605595+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605638+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605682+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605725+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605768+00:00",0
"Упростите выражение: (x+2)*(x-2)","x^2 - 4","2025-10-27T12:10:20.605812+00:00",0
"Сравни рост функций: x^2 и 2^x","2^x растет быстрее","2025-10-27T12:10:20.605855+00:00",0
"Посчитай интеграл x^2 от 0 до 2","8/3","2025-10-27T12:10:20.605899+00:00",0
